sample	clade	PC1	PC2
A4-162__BIvDNAnae0002A02_G12	Vv	-32.649004248045806	-1.1161011561449181
PI_588460__BIvDNAgut0029C05_F05	NA2	27.689717535284156	23.689080433479468
DVIT0893_0000A__BIvDNAara1101A05_A02	Vv	-26.604576046877202	-1.136707283338746
E009__vDNAlon1138F06_A02	NA1	39.83019048731383	39.37159819830232
E175__vDNAlon1139F07_A11	NA1	39.67394945030735	39.19062742504579
8.7.150__EXTvDNAbar0002B03_H07	Vv	-32.379036652221494	-0.5622027240986983
Pinot_noir_777__vDNAcla1121E01_F01	Vv	-29.148602536578817	-0.6616949277887022
DVIT0400_0000D__BIvDNAara1073G01_B10	Vv	-23.720018014376336	-1.436494982301271
V_rupestris_pillans__vDNArei715C12_G12	NA1	35.578359567122654	34.07795763043337
PI_588446__BIvDNAgut0037D01_E02	NA2	28.632423080229476	24.195499312908844
160x271_897__vDNAlon506A10_H07	NA1	38.61588791048089	37.49121883510342
d13s64__vDNAdia1370E07_C09	Vv	-24.22770186677024	1.7436737437951515
1156.0011A__BIvDNAara0065F05_C09	EA	8.907115713021973	12.073384529718004
S5608__vDNAhei1339G01_B09	NA2	23.50576824544696	17.861714314481528
2227.0004A__BIvDNAara0067A01_A03	NA2	28.624601819604987	21.3554778239883
S0807__vDNAhei1330F04_C12	Mus	43.230946842435024	-38.58420405297394
2242.0011A__BIvDNAara0066F06_H05	Mus	38.75919525163882	-39.5525513800156
160x271_944__vDNAfen201A01_C06	NA1	35.408936923064445	34.37969457703854
C67-103__BIvDNAnae0002A02_B11	Vv	-31.638368162758375	-0.5403078108132764
160x271_919__vDNAlon506A10_C11	NA1	38.99829093494556	38.0700082283804
588633__vDNAcad441D05_C06	EA	9.494292410080494	12.936778526589666
9.2.45__EXTvDNAbar0004E09_A12	Vv	-31.798808072545818	-0.548864869074364
DVIT2087_0000A__BIvDNAara1076G04_E10	Vv	-19.776376490509563	-0.9654845374971867
K1755__vDNAhei1311D09_H08	Vv	-24.78277880281185	-0.8020905967657729
9.12.178__EXTvDNAbar0005H11_G02	Vv	-31.86624138195253	-0.5521199369897578
160x271_875__vDNAlon506A10_B05	NA1	33.312838548509184	32.34746427950358
588134__vDNAlon096H12_C07	NA2	27.623149979234423	23.481593742500078
wKN__EXTvDNAZYP0036A02_D12	Vv	-27.790315440186298	0.008511309793080474
S3809__vDNAhei1337F11_A02	NA1	34.195407446474675	31.70365495418061
E135__vDNAlon1139F07_C04	NA1	42.13098651103393	41.58155071890622
V_riparia37__vDNAfen195A03_G12	NA1	39.437965381612244	37.963752127266
233__EXTvDNAels0024A03_E02	Mus	41.867901238341446	-44.49565929603587
A2Y1_C175L__vDNAlon917B04_G09	Vv	-24.03757740539187	-1.5748389034009453
E080__vDNAlon1138F06_A11	NA1	41.005901955529595	40.93012840205599
Plate2_C1_Crimson_Seedless__EXTvDNAmej0014A05_C01	Vv	-32.68101220701109	-0.6509544613430713
S1826__vDNAhei1333F07_E06	NA2	24.648924094265926	20.975992770396026
6.14.206__EXTvDNAbar0001A02_G02	Vv	-31.22164130027263	-0.08742067328530065
312__EXTvDNAels0024A03_E12	Mus	41.36525712420577	-44.49061377141164
d3s42__vDNAdia1360D09_B06	NA2	27.70390459671494	23.714319258768597
PI_588350__BIvDNAgut0030C06_B10	NA1	37.86776336939404	36.32321631921787
